epoch,train_loss,val_loss,val_top1,val_top5
29,0.002014576023924095,2.696823610978968,44.1380729675293,83.88480377197266
30,0.0017271168596303527,2.726161206469816,43.607025146484375,84.10948181152344
31,0.001787749082180185,2.7753134334788605,44.1380729675293,84.00735473632812
32,0.0010301223835868492,2.761064463970708,44.50572204589844,83.57843017578125
33,0.0008997652363014727,2.777704119682312,44.240196228027344,83.74183654785156
34,0.0010731138425951,2.852503500732721,43.99509811401367,83.37418365478516
35,0.0007632501025606567,2.7910670649771596,44.689544677734375,83.16992950439453
36,0.000680593132135222,2.836232395733104,44.4444465637207,83.74183654785156
37,0.0006431225272861601,2.8598857533697988,44.056373596191406,83.98693084716797
38,0.0014066778589474427,3.5015283752890194,39.76715850830078,80.39215850830078
39,0.4460506821642004,3.0900203012952616,37.867645263671875,81.1070327758789
40,0.10007646678024856,2.9086269841474643,41.952613830566406,82.16912078857422
41,0.01953040036159702,2.9102480037539613,41.74836730957031,82.90441131591797
42,0.009536045711181725,2.885113204226774,41.83006286621094,82.8431396484375
43,0.00478108722799972,2.944470618285385,42.27941131591797,83.1495132446289
44,0.0024061460820876935,2.9055982687894035,43.07598114013672,82.7818603515625
45,0.002051692952799254,2.968310636632583,42.97385787963867,83.88480377197266
46,0.0018167702595683613,3.0146731909583595,43.28023147583008,83.27205657958984
47,0.001310675137094801,2.9883926522498037,42.70833206176758,84.19117736816406
48,0.0010641768870965592,3.077427490084779,43.75,83.84394836425781
49,0.0009329951949914528,3.0134741769117466,42.32025909423828,83.76225280761719
50,0.0008943736183530054,3.0647261563469383,42.70833206176758,83.02696228027344
51,0.0006885021466406211,3.098404608520807,43.6274528503418,83.88480377197266
52,0.0006777947633981877,3.0459504220999922,43.484474182128906,83.27205657958984
53,0.0005107352888589233,3.1002289664511586,44.035945892333984,83.76225280761719
54,0.0003493942459133009,3.1403020222981772,43.72957229614258,83.39460754394531
55,0.00044746415076235227,3.187010194741043,43.239376068115234,83.02696228027344
56,0.0003406428884555857,3.1540100060257257,42.99427795410156,83.1495132446289
57,0.0003230286558608719,3.1563204877516804,43.85212326049805,83.33333587646484
58,0.00029830418461823687,3.194151574490117,43.54574966430664,83.1495132446289
59,0.000239132914430229,3.1745943649142396,43.239376068115234,82.35294342041016
60,0.0002376838778064526,3.225963840297624,43.72957229614258,82.92483520507812
61,0.00024653767430399016,3.2795284799501006,43.484474182128906,82.90441131591797
62,0.0002705712017339112,3.265671860937979,43.6274528503418,82.5367660522461
63,0.0002534851886666367,3.411393450755699,42.361114501953125,82.29166412353516
64,0.20799377278659512,3.6085401656580904,32.04656982421875,77.65522766113281
65,0.2997982819467338,3.0798944468591727,39.746734619140625,81.0457534790039
66,0.03178587797171997,2.9953262852687463,40.19607925415039,82.39379119873047
67,0.008825284811732967,3.007447780347338,42.44281005859375,83.70098114013672
68,0.0038230177825919133,3.0300807251649746,41.83006286621094,82.16912078857422
69,0.0026797821537640166,3.068418156866934,42.56535720825195,82.49591064453125
70,0.002119598169657587,3.071421501683254,41.97303771972656,82.37335968017578
71,0.0020070332699033675,3.1203118586072733,41.74836730957031,81.33169555664062
72,0.0013890405485536255,3.158860949908986,42.422386169433594,81.63806915283203
73,0.0011019917442874558,3.2283265216677797,41.72793960571289,82.55718994140625
74,0.001075963789944083,3.151549082176358,41.42156982421875,82.43463897705078
75,0.0007647143071850377,3.2251088899724625,42.50408172607422,81.84232330322266
76,0.001734121926681982,3.250573564978207,40.910945892333984,82.04656982421875
77,0.0034378653086533082,3.605172634124756,40.66584777832031,82.7818603515625
78,0.045449772496378764,3.8482558306525734,41.29901885986328,80.20833587646484
79,0.1059595326387986,3.381777987760656,37.96977233886719,81.57679748535156
80,0.04434563371060944,3.4445692183924654,40.931373596191406,81.4950942993164
81,0.014090511916739292,3.3734107157763313,40.5024528503418,82.65931701660156
82,0.007624791513877082,3.4087970443800386,41.952613830566406,82.10784149169922
83,0.0037809689193315323,3.467973517436607,40.767974853515625,81.27042388916016
84,0.003184390038139516,3.3786932674108767,41.97303771972656,81.53594970703125
85,0.002396099201770759,3.4127441527796725,42.013885498046875,81.82189178466797
86,0.0034006579587379684,3.70412015914917,40.87009811401367,82.31208801269531
87,0.006330156912830246,3.5227270032845293,41.115196228027344,80.0245132446289
88,0.004926079267199239,3.588568967931411,41.584964752197266,80.37173461914062
89,0.009107655704805375,3.8877093090730557,38.86846160888672,79.86111450195312
90,0.033839681216044144,4.0434011711793785,40.17565155029297,80.53512573242188
91,0.07227642107720195,3.7607621118134142,38.45996856689453,79.08496856689453
92,0.03569058932228459,3.591155636544321,41.441993713378906,79.84068298339844
93,0.018721513707591547,3.517107463350483,41.89133834838867,81.29085540771484
94,0.008255763451275717,3.5954297944611193,42.156864166259766,82.04656982421875
95,0.003311940727379539,3.579149727727853,42.790035247802734,81.37255096435547
96,0.0018660602195924541,3.4639578239590514,42.381534576416016,81.74019622802734
97,0.0012151024965537521,3.5514278832603905,42.87173080444336,81.4950942993164
98,0.0007875705286372506,3.5475607105329927,41.97303771972656,81.31127166748047
99,0.0007216816258226378,3.592825730641683,43.096405029296875,81.37255096435547
